,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster_Neighborhood,TotalSF,TotalBath,TotalPorchSF
541,542,60,RL,89.0,11000,Pave,Unavailable,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,969.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,Yes,TA,BuiltIn,2000.0,Fin,3.0,648.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,WD,Normal,5,3254.0,3.0,56
542,543,20,RL,78.0,10140,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1127.0,379.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Maj1,Yes,TA,Attchd,1998.0,Fin,2.0,583.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2009,WD,Normal,4,3330.0,3.0,151
543,544,120,RH,34.0,4058,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,584.0,LwQ,139.0,0.0,GasA,Ex,Y,SBrkr,0,1,1,TA,4,Typ,No,Unavailable,Attchd,1998.0,Fin,1.0,367.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,WD,Normal,5,1490.0,2.0,160
544,545,60,RL,58.0,17104,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,554.0,Unf,0.0,100.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,Gd,Attchd,2006.0,RFn,2.0,426.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,9,2006,New,Partial,5,2150.0,4.0,124
545,546,50,RL,80.0,13837,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002.0,LwQ,202.0,0.0,GasA,Gd,Y,SBrkr,0,4,1,Gd,9,Typ,No,Unavailable,Attchd,1988.0,Unf,3.0,786.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,2,2006,WD,Normal,4,3387.0,3.0,0
546,547,50,RL,70.0,8737,Pave,Unavailable,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,300.0,Unf,0.0,765.0,GasA,Ex,Y,FuseA,0,3,1,TA,6,Typ,Yes,Gd,Detchd,1950.0,Unf,2.0,440.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,5,2700.0,2.0,182
547,548,85,RL,54.0,7244,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,619.0,Unf,0.0,149.0,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,No,Unavailable,Detchd,1987.0,Unf,2.0,624.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2007,WD,Normal,3,1536.0,2.0,104
548,549,20,RM,49.0,8235,Pave,Unavailable,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,645.0,0.0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,6,2008,WD,Normal,2,1650.0,2.0,190
549,550,60,FV,75.0,9375,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,912.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,Yes,Gd,BuiltIn,2003.0,Fin,2.0,615.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2009,WD,Normal,4,3006.0,3.0,364
550,551,120,RL,53.0,4043,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,559.0,Unf,0.0,510.0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Attchd,1977.0,RFn,2.0,440.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2008,COD,Abnorml,5,2138.0,2.0,255
551,552,20,RM,50.0,6000,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,0.0,620.0,GasA,Gd,Y,FuseA,0,3,1,TA,5,Typ,No,Unavailable,Attchd,1957.0,Fin,1.0,288.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2008,WD,Normal,2,1856.0,1.0,0
552,553,20,RL,87.0,11146,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1709.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,Gd,Attchd,2006.0,RFn,3.0,908.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2009,WD,Normal,5,3426.0,2.0,208
553,554,20,RL,67.0,8777,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Unavailable,Unavailable,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,No,Unavailable,Detchd,2002.0,Fin,2.0,520.0,TA,TA,N,No,Unavailable,MnPrv,Unavailable,0,5,2009,WD,Normal,2,1126.0,2.0,96
554,555,60,RL,85.0,10625,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0.0,132.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,Yes,Gd,BuiltIn,2003.0,RFn,3.0,871.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2008,WD,Normal,5,3044.0,4.0,382
555,556,45,RM,58.0,6380,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,993.0,GasA,TA,Y,FuseA,0,2,1,TA,5,Typ,Yes,Gd,Detchd,1922.0,Unf,1.0,280.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2006,WD,Normal,5,2041.0,1.0,116
556,557,20,RL,69.0,14850,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,Unf,0.0,197.0,GasA,TA,Y,FuseA,0,2,1,TA,6,Typ,Yes,TA,Attchd,1957.0,Fin,1.0,299.0,TA,TA,Y,No,Unavailable,MnWw,Unavailable,0,5,2006,WD,Normal,5,2184.0,2.0,390
557,558,50,C (all),60.0,11040,Pave,Unavailable,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,Unf,0.0,0.0,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,No,Unavailable,CarPort,1994.0,Unf,1.0,570.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,9,2006,COD,Normal,2,1973.0,2.0,167
558,559,60,RL,57.0,21872,Pave,Unavailable,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,604.0,Unf,0.0,125.0,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,Yes,TA,Attchd,1996.0,Unf,2.0,406.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2008,WD,Normal,5,2175.0,4.0,286
559,560,120,RL,43.0,3196,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1374.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,Yes,TA,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2006,WD,Normal,5,2931.0,2.0,163
560,561,20,RL,72.0,11341,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,Unf,0.0,90.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Mod,Yes,Gd,Detchd,1957.0,Unf,2.0,528.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2010,WD,Normal,3,2784.0,3.0,95
561,562,20,RL,77.0,10010,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1071.0,LwQ,123.0,195.0,GasA,Gd,Y,SBrkr,0,2,1,TA,6,Typ,Yes,TA,Attchd,1975.0,RFn,2.0,418.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2006,WD,Normal,3,2778.0,2.0,278
562,563,30,RL,63.0,13907,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,Unf,0.0,706.0,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,Yes,Gd,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,Y,No,Unavailable,Unavailable,Unavailable,0,7,2008,WD,Normal,2,1992.0,2.0,144
563,564,50,RL,66.0,21780,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0.0,1163.0,GasA,Ex,Y,SBrkr,0,4,1,TA,8,Typ,Yes,Gd,Detchd,1955.0,Fin,2.0,396.0,TA,TA,N,No,Unavailable,Unavailable,Unavailable,0,7,2008,WD,Normal,2,2837.0,2.0,252
564,565,60,RL,89.0,13346,Pave,Unavailable,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,728.0,Unf,0.0,367.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,Yes,TA,Attchd,1992.0,RFn,2.0,590.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2006,WD,Normal,5,3390.0,4.0,40
565,566,70,RL,66.0,6858,Pave,Unavailable,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806.0,GasA,TA,N,FuseF,0,4,1,Fa,6,Typ,No,Unavailable,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2010,WD,Normal,2,2453.0,3.0,202
566,567,60,RL,77.0,11198,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,GasA,Ex,Y,SBrkr,0,4,1,Ex,11,Typ,Yes,Gd,BuiltIn,2005.0,Fin,3.0,656.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2008,WD,Normal,5,3626.0,3.0,183
567,568,20,RL,70.0,10171,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,GLQ,2.0,Unf,0.0,1515.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2004.0,RFn,2.0,532.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2010,WD,Normal,5,3052.0,2.0,0
568,569,50,RL,79.0,12327,Pave,Unavailable,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441.0,Unf,0.0,55.0,GasA,Ex,Y,SBrkr,0,1,1,Gd,5,Min2,Yes,Gd,BuiltIn,1983.0,Fin,2.0,612.0,Gd,TA,Y,No,Unavailable,Unavailable,Unavailable,0,9,2009,WD,Normal,3,3628.0,3.0,389
569,570,90,RL,73.0,7032,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,Yes,TA,Detchd,1979.0,Unf,2.0,600.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,12,2006,WD,Normal,5,1886.0,2.0,42
570,571,90,RL,74.0,13101,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,LwQ,231.0,Unf,0.0,1497.0,GasA,TA,Y,SBrkr,0,6,2,TA,10,Typ,No,Unavailable,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2008,WD,Normal,5,3456.0,2.0,0
571,572,20,RL,60.0,7332,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,TA,TA,CBlock,TA,TA,No,BLQ,414.0,Unf,0.0,450.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,4,Typ,No,Unavailable,Attchd,1959.0,Unf,1.0,288.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2006,WD,Abnorml,5,1728.0,2.0,168
572,573,60,RL,83.0,13159,Pave,Unavailable,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,846.0,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,No,Unavailable,Attchd,2009.0,RFn,2.0,650.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2009,New,Partial,5,2538.0,3.0,322
573,574,80,RL,76.0,9967,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Typ,Yes,TA,BuiltIn,2000.0,RFn,2.0,400.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,12,2007,WD,Normal,5,1814.0,3.0,100
574,575,80,RL,70.0,10500,Pave,Unavailable,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,TA,TA,Av,ALQ,349.0,Unf,0.0,23.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,BuiltIn,1971.0,Unf,1.0,288.0,TA,TA,Y,No,Unavailable,GdWo,Unavailable,0,12,2007,WD,Normal,5,1481.0,2.0,35
575,576,50,RL,80.0,8480,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,390.0,GasA,TA,Y,SBrkr,0,2,1,TA,6,Typ,No,Unavailable,Detchd,1947.0,Unf,1.0,336.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2008,COD,Abnorml,5,2048.0,1.0,260
576,577,50,RL,52.0,6292,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,861.0,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,Yes,Gd,Detchd,1928.0,Unf,1.0,216.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2009,WD,Normal,2,2338.0,3.0,50
577,578,80,RL,96.0,11777,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,ALQ,551.0,285.0,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,Yes,Fa,Attchd,1966.0,RFn,2.0,564.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2006,WD,Abnorml,3,2484.0,2.0,468
578,579,160,FV,34.0,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,689.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,No,Unavailable,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,2,2008,WD,Abnorml,4,2081.0,2.0,102
579,580,50,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1050.0,GasA,Ex,N,FuseF,0,4,1,TA,7,Typ,No,Unavailable,Attchd,1954.0,Unf,1.0,352.0,Fa,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2008,WD,Normal,2,2845.0,2.0,0
580,581,20,RL,73.0,14585,Pave,Unavailable,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Rec,219.0,331.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,Gd,Attchd,1960.0,Unf,2.0,572.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,WD,Normal,5,2573.0,2.0,326
581,582,20,RL,98.0,12704,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,2042.0,GasA,Ex,Y,SBrkr,0,3,1,Ex,8,Typ,Yes,Gd,Attchd,2009.0,RFn,3.0,1390.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2009,New,Partial,5,4084.0,3.0,90
582,583,90,RL,81.0,11841,Grvl,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,816.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,2,1632.0,2.0,32
583,584,75,RM,75.0,13500,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1237.0,GasA,Gd,Y,SBrkr,0,3,1,Gd,9,Typ,Yes,Gd,Detchd,1988.0,Unf,2.0,880.0,Gd,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2008,WD,Normal,2,4012.0,4.0,607
584,585,50,RM,51.0,6120,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,No,Unavailable,Detchd,1935.0,Unf,1.0,240.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2009,WD,Normal,5,2457.0,1.0,174
585,586,20,RL,88.0,11443,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460.0,Unf,0.0,408.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,Yes,Gd,Attchd,2005.0,RFn,3.0,880.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2006,New,Partial,5,3896.0,3.0,392
586,587,30,RL,55.0,10267,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,210.0,ALQ,606.0,0.0,GasA,Ex,Y,SBrkr,0,2,1,Fa,5,Typ,No,Unavailable,Detchd,1961.0,Fin,1.0,275.0,TA,TA,N,No,Unavailable,MnWw,Unavailable,0,5,2008,WD,Normal,5,1654.0,2.0,112
587,588,85,RL,74.0,8740,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,672.0,Unf,0.0,168.0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Detchd,1996.0,Unf,2.0,528.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2009,WD,Normal,3,1700.0,2.0,0
588,589,20,RL,65.0,25095,Pave,Unavailable,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1324.0,Unf,0.0,113.0,GasA,Ex,Y,SBrkr,0,1,1,Ex,5,Typ,Yes,Gd,Attchd,1968.0,Unf,1.0,452.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2009,WD,Partial,4,2910.0,3.0,108
589,590,40,RM,50.0,9100,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,742.0,GasA,TA,Y,FuseA,156,2,1,TA,4,Typ,No,Unavailable,Detchd,1988.0,Unf,1.0,308.0,TA,TA,P,No,Unavailable,Unavailable,Shed,600,8,2008,WD,Normal,5,1521.0,1.0,0
